,chapter_cat,article_cat,clause_id
206,competition policy,Anti-Competitive Practices,1
207,competition policy,Anti-Competitive Practices,1
208,competition policy,Anti-Competitive Practices,1
209,competition policy,Anti-Competitive Practices,1
210,competition policy,Anti-Competitive Practices,1
211,competition policy,Anti-Competitive Practices,1
212,competition policy,Anti-Competitive Practices,1
213,competition policy,Anti-Competitive Practices,1
214,competition policy,Anti-Competitive Practices,1
215,competition policy,Anti-Competitive Practices,1
216,competition policy,Anti-Competitive Practices,1
217,competition policy,Anti-Competitive Practices,1
218,competition policy,Anti-Competitive Practices,1
219,competition policy,Anti-Competitive Practices,1
220,competition policy,Anti-Competitive Practices,1
221,competition policy,Anti-Competitive Practices,1
222,competition policy,Anti-Competitive Practices,1
223,competition policy,Anti-Competitive Practices,1
224,competition policy,Anti-Competitive Practices,1
225,competition policy,Anti-Competitive Practices,1
226,competition policy,Private Rights Of Action6,23
227,competition policy,Private Rights Of Action6,23
228,competition policy,Private Rights Of Action6,23
229,competition policy,Private Rights Of Action6,23
230,competition policy,Private Rights Of Action6,23
231,competition policy,Private Rights Of Action6,23
232,competition policy,Private Rights Of Action6,23
233,competition policy,Transparency,32
234,competition policy,Transparency,32
235,competition policy,Transparency,32
236,competition policy,Transparency,32
237,competition policy,Transparency,32
238,competition policy,Transparency,32
239,competition policy,Transparency,32
240,competition policy,Transparency,32
241,competition policy,Transparency,32
242,competition policy,Transparency,32
243,competition policy,Transparency,32
244,competition policy,Transparency,32
245,competition policy,Transparency,32
246,competition policy,Transparency,32
247,competition policy,Transparency,32
248,competition policy,Transparency,32
249,competition policy,Transparency,32
250,competition policy,Transparency,32
251,competition policy,Transparency,32
252,competition policy,Transparency,32
253,competition policy,Transparency,32
254,competition policy,Transparency,32
255,competition policy,Transparency,32
256,competition policy,Transparency,32
257,competition policy,Transparency,32
258,competition policy,Transparency,32
259,competition policy,Transparency,32
260,competition policy,Transparency,32
261,competition policy,Transparency,32
262,competition policy,Transparency,32
263,competition policy,Transparency,32
264,competition policy,Transparency,32
265,competition policy,Transparency,32
266,competition policy,Transparency,32
267,competition policy,Transparency,32
268,competition policy,Transparency,32
269,competition policy,Transparency,32
270,competition policy,Transparency,32
271,competition policy,Transparency,32
272,competition policy,Transparency,32
273,competition policy,Transparency,32
274,competition policy,Transparency,32
275,competition policy,Transparency,32
276,competition policy,Transparency,32
277,competition policy,Transparency,32
278,competition policy,Transparency,32
279,competition policy,Transparency,32
280,competition policy,Transparency,32
281,competition policy,Transparency,32
282,competition policy,Transparency,32
283,competition policy,Transparency,32
284,competition policy,Transparency,32
285,competition policy,Transparency,32
286,competition policy,Transparency,32
287,competition policy,Transparency,32
288,competition policy,Transparency,32
289,competition policy,Transparency,32
290,competition policy,Transparency,32
291,competition policy,Transparency,32
292,competition policy,Transparency,32
293,competition policy,Transparency,32
294,competition policy,Transparency,32
295,competition policy,Transparency,32
296,competition policy,Transparency,32
297,competition policy,Transparency,32
298,competition policy,Transparency,32
299,competition policy,Transparency,32
300,competition policy,Transparency,32
301,competition policy,Transparency,32
302,competition policy,Transparency,32
303,competition policy,Transparency,32
304,competition policy,Transparency,32
305,competition policy,Transparency,32
306,competition policy,Transparency,32
307,competition policy,Transparency,32
308,competition policy,Transparency,32
309,competition policy,Transparency,32
310,competition policy,Transparency,32
311,competition policy,Transparency,32
312,competition policy,Transparency,32
313,competition policy,Transparency,32
314,competition policy,Transparency,32
315,competition policy,Transparency,32
316,competition policy,Transparency,32
317,competition policy,Transparency,32
318,competition policy,Transparency,32
319,competition policy,Transparency,32
320,competition policy,Transparency,32
321,competition policy,Transparency,32
322,competition policy,Transparency,32
323,competition policy,Transparency,32
324,competition policy,Transparency,32
325,competition policy,Transparency,32
326,competition policy,Transparency,32
327,competition policy,Supply Chains,31
328,competition policy,Supply Chains,31
329,competition policy,Supply Chains,31
330,competition policy,Supply Chains,31
331,competition policy,Supply Chains,31
332,competition policy,Supply Chains,31
333,competition policy,Supply Chains,31
334,competition policy,Consumer Protection,6
335,competition policy,Consumer Protection,6
336,competition policy,Consumer Protection,6
337,competition policy,Consumer Protection,6
338,competition policy,Dispute Settlement,12
339,competition policy,Dispute Settlement,12
340,competition policy,Dispute Settlement,12
341,competition policy,Dispute Settlement,12
342,competition policy,Dispute Settlement,12
343,competition policy,Dispute Settlement,12
344,competition policy,Dispute Settlement,12
345,competition policy,Dispute Settlement,12
346,competition policy,Dispute Settlement,12
347,competition policy,Dispute Settlement,12
348,competition policy,Dispute Settlement,12
349,competition policy,Dispute Settlement,12
350,competition policy,Competition And Other Economic Provisions,4
351,competition policy,Competition And Other Economic Provisions,4
352,competition policy,Competition And Other Economic Provisions,4
353,competition policy,Competition And Other Economic Provisions,4
354,competition policy,Competition And Other Economic Provisions,4
355,competition policy,Competition And Other Economic Provisions,4
356,competition policy,Competition And Other Economic Provisions,4
357,competition policy,Competition And Other Economic Provisions,4
358,competition policy,Competition And Other Economic Provisions,4
359,competition policy,Competition And Other Economic Provisions,4
360,competition policy,Competition And Other Economic Provisions,4
361,competition policy,Competition And Other Economic Provisions,4
362,competition policy,Competition And Other Economic Provisions,4
363,competition policy,Competition And Other Economic Provisions,4
364,competition policy,Competition And Other Economic Provisions,4
365,competition policy,Competition And Other Economic Provisions,4
366,competition policy,Competition And Other Economic Provisions,4
367,competition policy,Competition And Other Economic Provisions,4
368,competition policy,Competition And Other Economic Provisions,4
369,competition policy,Competition And Other Economic Provisions,4
370,competition policy,Competition And Other Economic Provisions,4
371,competition policy,Competition And Other Economic Provisions,4
372,competition policy,Competition And Other Economic Provisions,4
373,competition policy,Competition And Other Economic Provisions,4
374,competition policy,Competition And Other Economic Provisions,4
375,competition policy,Competition And Other Economic Provisions,4
376,competition policy,Competition And Other Economic Provisions,4
377,competition policy,Competition And Other Economic Provisions,4
378,competition policy,Competition And Other Economic Provisions,4
379,competition policy,Competition And Other Economic Provisions,4
380,competition policy,Competition And Other Economic Provisions,4
381,competition policy,Competition And Other Economic Provisions,4
382,competition policy,Competition And Other Economic Provisions,4
383,competition policy,Competition And Other Economic Provisions,4
384,competition policy,Competition And Other Economic Provisions,4
385,competition policy,Competition And Other Economic Provisions,4
386,competition policy,Competition And Other Economic Provisions,4
387,competition policy,Competition And Other Economic Provisions,4
388,competition policy,Competition And Other Economic Provisions,4
389,competition policy,Competition And Other Economic Provisions,4
390,competition policy,Competition And Other Economic Provisions,4
391,competition policy,Competition And Other Economic Provisions,4
392,competition policy,Competition And Other Economic Provisions,4
393,competition policy,Competition And Other Economic Provisions,4
394,competition policy,Competition And Other Economic Provisions,4
395,competition policy,Competition And Other Economic Provisions,4
396,competition policy,Competition And Other Economic Provisions,4
397,competition policy,Competition And Other Economic Provisions,4
398,competition policy,Competition And Other Economic Provisions,4
399,competition policy,Competition And Other Economic Provisions,4
400,competition policy,Competition And Other Economic Provisions,4
401,competition policy,Competition And Other Economic Provisions,4
402,competition policy,Competition And Other Economic Provisions,4
403,competition policy,Competition And Other Economic Provisions,4
404,competition policy,Competition And Other Economic Provisions,4
405,competition policy,Competition And Other Economic Provisions,4
406,competition policy,Competition And Other Economic Provisions,4
407,competition policy,Competition And Other Economic Provisions,4
408,competition policy,Competition And Other Economic Provisions,4
409,competition policy,Competition And Other Economic Provisions,4
410,competition policy,Competition And Other Economic Provisions,4
411,competition policy,Competition And Other Economic Provisions,4
412,competition policy,Competition And Other Economic Provisions,4
413,competition policy,Competition And Other Economic Provisions,4
414,competition policy,Competition And Other Economic Provisions,4
415,competition policy,Competition And Other Economic Provisions,4
416,competition policy,Competition And Other Economic Provisions,4
417,competition policy,Competition And Other Economic Provisions,4
418,competition policy,Competition And Other Economic Provisions,4
419,competition policy,Competition And Other Economic Provisions,4
420,competition policy,Competition And Other Economic Provisions,4
421,competition policy,Competition And Other Economic Provisions,4
422,competition policy,Competition And Other Economic Provisions,4
423,competition policy,Competition And Other Economic Provisions,4
424,competition policy,Competition And Other Economic Provisions,4
425,competition policy,Competition And Other Economic Provisions,4
426,competition policy,Competition And Other Economic Provisions,4
427,competition policy,Competition And Other Economic Provisions,4
428,competition policy,Competition And Other Economic Provisions,4
429,competition policy,Competition And Other Economic Provisions,4
430,competition policy,Competition And Other Economic Provisions,4
431,competition policy,Competition And Other Economic Provisions,4
432,competition policy,Competition And Other Economic Provisions,4
433,competition policy,Competition And Other Economic Provisions,4
434,competition policy,Competition And Other Economic Provisions,4
435,competition policy,Competition And Other Economic Provisions,4
436,competition policy,Competition And Other Economic Provisions,4
437,competition policy,Competition And Other Economic Provisions,4
438,competition policy,Competition And Other Economic Provisions,4
439,competition policy,Competition And Other Economic Provisions,4
440,competition policy,Competition And Other Economic Provisions,4
441,competition policy,Competition And Other Economic Provisions,4
442,competition policy,Competition And Other Economic Provisions,4
443,competition policy,Competition And Other Economic Provisions,4
444,competition policy,Competition And Other Economic Provisions,4
445,competition policy,Competition And Other Economic Provisions,4
446,competition policy,Competition And Other Economic Provisions,4
447,competition policy,Competition And Other Economic Provisions,4
448,competition policy,Competition And Other Economic Provisions,4
449,competition policy,Competition And Other Economic Provisions,4
450,competition policy,Competition And Other Economic Provisions,4
451,competition policy,Competition And Other Economic Provisions,4
452,competition policy,Competition And Other Economic Provisions,4
453,competition policy,Competition And Other Economic Provisions,4
454,competition policy,Competition And Other Economic Provisions,4
455,competition policy,Competition And Other Economic Provisions,4
456,competition policy,Competition And Other Economic Provisions,4
457,competition policy,Competition And Other Economic Provisions,4
458,competition policy,Competition And Other Economic Provisions,4
459,competition policy,Competition And Other Economic Provisions,4
460,competition policy,Competition And Other Economic Provisions,4
461,competition policy,Competition And Other Economic Provisions,4
462,competition policy,Competition And Other Economic Provisions,4
463,competition policy,Competition And Other Economic Provisions,4
464,competition policy,Competition And Other Economic Provisions,4
465,competition policy,Competition And Other Economic Provisions,4
466,competition policy,Competition And Other Economic Provisions,4
467,competition policy,Competition And Other Economic Provisions,4
468,competition policy,Competition And Other Economic Provisions,4
469,competition policy,Competition And Other Economic Provisions,4
470,competition policy,Competition And Other Economic Provisions,4
471,competition policy,Competition And Other Economic Provisions,4
472,competition policy,Competition And Other Economic Provisions,4
473,competition policy,Competition And Other Economic Provisions,4
474,competition policy,Competition And Other Economic Provisions,4
475,competition policy,Competition And Other Economic Provisions,4
476,competition policy,Competition And Other Economic Provisions,4
477,competition policy,Competition And Other Economic Provisions,4
478,competition policy,Competition And Other Economic Provisions,4
479,competition policy,Competition And Other Economic Provisions,4
480,competition policy,Competition And Other Economic Provisions,4
481,competition policy,Competition And Other Economic Provisions,4
482,competition policy,Competition And Other Economic Provisions,4
483,competition policy,Competition And Other Economic Provisions,4
484,competition policy,Competition And Other Economic Provisions,4
485,competition policy,Competition And Other Economic Provisions,4
486,competition policy,Competition And Other Economic Provisions,4
487,competition policy,Definitions,10
488,competition policy,Courts And Administrative Bodies,8
489,competition policy,Courts And Administrative Bodies,8
490,competition policy,Courts And Administrative Bodies,8
491,competition policy,Non commercial Assistance,19
492,competition policy,Non commercial Assistance,19
493,competition policy,Non commercial Assistance,19
494,competition policy,Non commercial Assistance,19
495,competition policy,Non commercial Assistance,19
496,competition policy,Adverse Effects,0
497,competition policy,Adverse Effects,0
498,competition policy,Adverse Effects,0
499,competition policy,Adverse Effects,0
500,competition policy,Adverse Effects,0
501,competition policy,Adverse Effects,0
502,competition policy,Adverse Effects,0
503,competition policy,Adverse Effects,0
504,competition policy,Adverse Effects,0
505,competition policy,Adverse Effects,0
506,competition policy,Adverse Effects,0
507,competition policy,Party Specific Annexes,22
508,competition policy,Party Specific Annexes,22
509,competition policy,State Enterprises,29
510,competition policy,State Enterprises,29
511,competition policy,State Enterprises,29
512,competition policy,State Enterprises,29
513,competition policy,State Enterprises,29
514,competition policy,State Enterprises,29
515,competition policy,State Enterprises,29
516,competition policy,State Enterprises,29
517,competition policy,State Enterprises,29
518,competition policy,State Enterprises,29
519,competition policy,State Enterprises,29
520,competition policy,State Enterprises,29
521,competition policy,State Enterprises,29
522,competition policy,State Enterprises,29
523,competition policy,State Enterprises,29
524,competition policy,State Enterprises,29
525,competition policy,State Enterprises,29
526,competition policy,State Enterprises,29
527,competition policy,State Enterprises,29
528,competition policy,State Enterprises,29
529,competition policy,State Enterprises,29
530,competition policy,State Enterprises,29
531,competition policy,State Enterprises,29
532,competition policy,State Enterprises,29
533,competition policy,State Enterprises,29
534,competition policy,State Enterprises,29
535,competition policy,State Enterprises,29
536,competition policy,State Enterprises,29
537,competition policy,State Enterprises,29
538,competition policy,State Enterprises,29
539,competition policy,State Enterprises,29
540,competition policy,State Enterprises,29
541,competition policy,State Enterprises,29
542,competition policy,State Enterprises,29
543,competition policy,State Enterprises,29
544,competition policy,State Enterprises,29
545,competition policy,State Enterprises,29
546,competition policy,State Enterprises,29
547,competition policy,State Enterprises,29
548,competition policy,State Enterprises,29
549,competition policy,State Enterprises,29
550,competition policy,State Enterprises,29
551,competition policy,State Enterprises,29
552,competition policy,State Enterprises,29
553,competition policy,State Enterprises,29
554,competition policy,State Enterprises,29
555,competition policy,State Enterprises,29
556,competition policy,State Enterprises,29
557,competition policy,State Enterprises,29
558,competition policy,State Enterprises,29
559,competition policy,State Enterprises,29
560,competition policy,State Enterprises,29
561,competition policy,State Enterprises,29
562,competition policy,State Enterprises,29
563,competition policy,State Enterprises,29
564,competition policy,State Enterprises,29
565,competition policy,State Enterprises,29
566,competition policy,State Enterprises,29
567,competition policy,State Enterprises,29
568,competition policy,State Enterprises,29
569,competition policy,State Enterprises,29
570,competition policy,State Enterprises,29
571,competition policy,State Enterprises,29
572,competition policy,State Enterprises,29
573,competition policy,State Enterprises,29
574,competition policy,State Enterprises,29
575,competition policy,State Enterprises,29
576,competition policy,State Enterprises,29
577,competition policy,State Enterprises,29
578,competition policy,State Enterprises,29
579,competition policy,State Enterprises,29
580,competition policy,State Enterprises,29
581,competition policy,State Enterprises,29
582,competition policy,State Enterprises,29
583,competition policy,State Enterprises,29
584,competition policy,State Enterprises,29
585,competition policy,State Enterprises,29
586,competition policy,State Enterprises,29
587,competition policy,State Enterprises,29
588,competition policy,State Enterprises,29
589,competition policy,State Enterprises,29
590,competition policy,State Enterprises,29
591,competition policy,State Enterprises,29
592,competition policy,State Enterprises,29
593,competition policy,State Enterprises,29
594,competition policy,State Enterprises,29
595,competition policy,Exceptions,14
596,competition policy,Exceptions,14
597,competition policy,Exceptions,14
598,competition policy,Exceptions,14
599,competition policy,Exceptions,14
600,competition policy,Exceptions,14
601,competition policy,Exceptions,14
602,competition policy,Exceptions,14
603,competition policy,Exceptions,14
604,competition policy,Exceptions,14
605,competition policy,Exceptions,14
606,competition policy,Exceptions,14
607,competition policy,Exceptions,14
608,competition policy,Exceptions,14
609,competition policy,Exceptions,14
610,competition policy,Exceptions,14
611,competition policy,Exceptions,14
612,competition policy,Exceptions,14
613,competition policy,Exceptions,14
614,competition policy,Exceptions,14
615,competition policy,Exceptions,14
616,competition policy,Exceptions,14
617,competition policy,Committee On Competitiveness And Business Facilitation,3
618,competition policy,Committee On Competitiveness And Business Facilitation,3
619,competition policy,Committee On Competitiveness And Business Facilitation,3
620,competition policy,Committee On Competitiveness And Business Facilitation,3
621,competition policy,Committee On Competitiveness And Business Facilitation,3
622,competition policy,Public Contracts,24
623,competition policy,Public Contracts,24
624,competition policy,Public Contracts,24
625,competition policy,Public Contracts,24
626,competition policy,Public Contracts,24
627,competition policy,Public Contracts,24
628,competition policy,Public Contracts,24
629,competition policy,Public Contracts,24
630,competition policy,Public Contracts,24
631,competition policy,Public Contracts,24
632,competition policy,Public Contracts,24
633,competition policy,Public Contracts,24
634,competition policy,Public Contracts,24
635,competition policy,Public Contracts,24
636,competition policy,Public Contracts,24
637,competition policy,Public Contracts,24
638,competition policy,Public Contracts,24
639,competition policy,Public Contracts,24
640,competition policy,Public Contracts,24
641,competition policy,Public Contracts,24
642,competition policy,Public Contracts,24
643,competition policy,Public Contracts,24
644,competition policy,Public Contracts,24
645,competition policy,Public Contracts,24
646,competition policy,Public Contracts,24
647,competition policy,Public Contracts,24
648,competition policy,Public Contracts,24
649,competition policy,Public Contracts,24
650,competition policy,Public Contracts,24
651,competition policy,Public Contracts,24
652,competition policy,Public Contracts,24
653,competition policy,Public Contracts,24
654,competition policy,Public Contracts,24
655,competition policy,Public Contracts,24
656,competition policy,Public Contracts,24
657,competition policy,Public Contracts,24
658,competition policy,Public Contracts,24
659,competition policy,Public Contracts,24
660,competition policy,Public Contracts,24
661,competition policy,Public Contracts,24
662,competition policy,Public Contracts,24
663,competition policy,Public Contracts,24
664,competition policy,Public Contracts,24
665,competition policy,Public Contracts,24
666,competition policy,Public Contracts,24
667,competition policy,Public Contracts,24
668,competition policy,Public Contracts,24
669,competition policy,Public Contracts,24
670,competition policy,Public Contracts,24
671,competition policy,Public Contracts,24
672,competition policy,Relation With The Wto Agreement,26
673,competition policy,Relation With The Wto Agreement,26
674,competition policy,Subsidies,30
675,competition policy,Subsidies,30
676,competition policy,Subsidies,30
677,competition policy,Subsidies,30
678,competition policy,Subsidies,30
679,competition policy,Subsidies,30
680,competition policy,Subsidies,30
681,competition policy,Subsidies,30
682,competition policy,Subsidies,30
683,competition policy,Subsidies,30
684,competition policy,Subsidies,30
685,competition policy,Subsidies,30
686,competition policy,Subsidies,30
687,competition policy,Subsidies,30
688,competition policy,Review,27
689,competition policy,Review,27
690,competition policy,Review,27
691,competition policy,Review,27
692,competition policy,Review,27
693,competition policy,Purposes And Principles Of The Regulation Of Financial Markets,25
694,competition policy,Differences In Pricing,11
695,competition policy,Differences In Pricing,11
696,competition policy,Notifications,20
697,competition policy,Notifications,20
698,competition policy,Notifications,20
699,competition policy,Notifications,20
700,competition policy,Notifications,20
701,competition policy,Notifications,20
702,competition policy,Notifications,20
703,competition policy,Notifications,20
704,competition policy,Notifications,20
705,competition policy,Notifications,20
706,competition policy,Notifications,20
707,competition policy,Notifications,20
708,competition policy,Notifications,20
709,competition policy,Notifications,20
710,competition policy,Notifications,20
711,competition policy,Notifications,20
712,competition policy,Notifications,20
713,competition policy,Notifications,20
714,competition policy,Notifications,20
715,competition policy,Notifications,20
716,competition policy,Notifications,20
717,competition policy,Notifications,20
718,competition policy,Notifications,20
719,competition policy,Notifications,20
720,competition policy,Notifications,20
721,competition policy,Notifications,20
722,competition policy,Notifications,20
723,competition policy,Notifications,20
724,competition policy,Notifications,20
725,competition policy,Notifications,20
726,competition policy,Notifications,20
727,competition policy,Notifications,20
728,competition policy,Notifications,20
729,competition policy,Notifications,20
730,competition policy,Notifications,20
731,competition policy,General Provisions,15
732,competition policy,General Provisions,15
733,competition policy,General Provisions,15
734,competition policy,"Intellectual, Industrial And Commercial Property",17
735,competition policy,"Intellectual, Industrial And Commercial Property",17
736,competition policy,"Intellectual, Industrial And Commercial Property",17
737,competition policy,"Intellectual, Industrial And Commercial Property",17
738,competition policy,"Intellectual, Industrial And Commercial Property",17
739,competition policy,"Intellectual, Industrial And Commercial Property",17
740,competition policy,"Intellectual, Industrial And Commercial Property",17
741,competition policy,"Intellectual, Industrial And Commercial Property",17
742,competition policy,"Intellectual, Industrial And Commercial Property",17
743,competition policy,"Intellectual, Industrial And Commercial Property",17
744,competition policy,"Intellectual, Industrial And Commercial Property",17
745,competition policy,"Intellectual, Industrial And Commercial Property",17
746,competition policy,"Intellectual, Industrial And Commercial Property",17
747,competition policy,"Intellectual, Industrial And Commercial Property",17
748,competition policy,"Intellectual, Industrial And Commercial Property",17
749,competition policy,"Intellectual, Industrial And Commercial Property",17
750,competition policy,"Intellectual, Industrial And Commercial Property",17
751,competition policy,"Intellectual, Industrial And Commercial Property",17
752,competition policy,"Intellectual, Industrial And Commercial Property",17
753,competition policy,"Intellectual, Industrial And Commercial Property",17
754,competition policy,"Intellectual, Industrial And Commercial Property",17
755,competition policy,"Intellectual, Industrial And Commercial Property",17
756,competition policy,"Intellectual, Industrial And Commercial Property",17
757,competition policy,"Intellectual, Industrial And Commercial Property",17
758,competition policy,"Intellectual, Industrial And Commercial Property",17
759,competition policy,"Intellectual, Industrial And Commercial Property",17
760,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
761,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
762,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
763,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
764,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
765,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
766,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
767,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
768,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
769,competition policy,"Standardisation, Metrology, Accreditation And Conformity Assessment",28
770,competition policy,Balance Of Payments Difficulties,2
771,competition policy,Balance Of Payments Difficulties,2
772,competition policy,Balance Of Payments Difficulties,2
773,competition policy,Balance Of Payments Difficulties,2
774,competition policy,Balance Of Payments Difficulties,2
775,competition policy,Balance Of Payments Difficulties,2
776,competition policy,Interpretation,18
777,dispute settlement,Scope,191
778,dispute settlement,Scope,191
779,dispute settlement,Scope,191
780,dispute settlement,Scope,191
781,dispute settlement,Scope,191
782,dispute settlement,Scope,191
783,dispute settlement,Scope,191
784,dispute settlement,Scope,191
785,dispute settlement,Scope,191
786,dispute settlement,Scope,191
787,dispute settlement,Scope,191
788,dispute settlement,Scope,191
789,dispute settlement,Scope,191
790,dispute settlement,Scope,191
791,dispute settlement,Scope,191
792,dispute settlement,Scope,191
